state,City,share_white,share_black,share_native_american,share_asian,share_hispanic
IA,Hedrick,98.3,1.2,0.0,0.0,1.4
IA,Henderson,99.5,0.0,0.0,0.0,0.5
IA,Hepburn,100.0,0.0,0.0,0.0,0.0
IA,Hiawatha,88.9,5.1,0.2,2.2,2.3
IA,High Amana,98.3,0.0,0.0,0.0,0.0
IA,Hills,93.3,0.3,0.7,1.3,4.0
IA,Hillsboro,98.9,0.6,0.0,0.0,3.3
IA,Hinton,98.8,0.3,0.2,0.2,0.6
IA,Holiday Lake,98.2,0.5,1.2,0.2,0.9
IA,Holland,99.6,0.0,0.0,0.0,0.0
IA,Holstein,97.7,0.1,0.2,0.1,2.0
IA,Holy Cross,99.5,0.0,0.0,0.0,1.1
IA,Homestead,98.0,0.7,0.0,0.0,1.4
IA,Hopkinton,99.0,0.0,0.0,0.0,0.8
IA,Hornick,98.2,0.4,0.0,0.4,0.9
IA,Hospers,97.4,0.9,0.3,0.4,2.1
IA,Houghton,100.0,0.0,0.0,0.0,0.0
IA,Hubbard,97.6,0.1,0.1,0.4,2.8
IA,Hudson,98.1,0.3,0.0,0.5,1.6
IA,Hull,92.6,0.4,0.6,0.7,9.1
IA,Humboldt,94.9,0.6,0.1,0.4,5.0
IA,Humeston,97.0,0.2,0.4,0.4,0.6
IA,Hutchins,89.3,3.6,0.0,0.0,0.0
IA,Huxley,95.6,1.0,0.2,0.5,2.2
IA,Ida Grove,98.2,0.3,0.2,0.1,0.8
IA,Imogene,98.6,0.0,0.0,0.0,1.4
IA,Independence,97.6,0.3,0.1,0.7,1.2
IA,Indianola,96.9,0.5,0.2,0.7,1.5
IA,Inwood,97.9,0.0,0.1,0.1,1.4
IA,Ionia,99.7,0.0,0.0,0.0,0.7
IA,Iowa City,82.5,5.8,0.2,6.9,5.3
IA,Iowa Falls,94.0,2.7,0.4,0.7,3.9
IA,Ireton,97.9,0.2,0.0,0.0,3.6
IA,Irvington,100.0,0.0,0.0,0.0,0.0
IA,Irwin,98.8,0.0,0.0,0.0,1.2
IA,Jackson Junction,98.3,0.0,0.0,1.7,0.0
IA,Jacksonville,83.3,0.0,0.0,0.0,16.7
IA,Jamaica,95.1,0.0,0.0,0.0,6.3
IA,Janesville,98.4,0.6,0.0,0.2,0.3
IA,Jefferson,97.9,0.1,0.1,0.2,2.3
IA,Jesup,98.2,0.3,0.0,0.2,1.4
IA,Jewell Junction,95.2,0.1,0.0,1.2,4.4
IA,Johnston,91.0,2.2,0.1,4.6,2.0
IA,Joice,96.8,0.0,0.5,0.0,0.0
IA,Jolley,100.0,0.0,0.0,0.0,4.9
IA,Kalona,97.2,0.4,0.3,0.2,2.0
IA,Kamrar,96.5,0.0,0.0,2.0,0.0
IA,Kanawha,96.8,0.8,0.6,0.3,5.2
IA,Kellerton,96.2,0.0,1.0,0.0,2.2
IA,Kelley,98.4,0.6,0.0,0.3,1.0
IA,Kellogg,98.2,0.2,0.2,0.5,2.2
IA,Kensett,98.1,0.0,0.0,1.1,0.8
IA,Kent,100.0,0.0,0.0,0.0,0.0
IA,Keokuk,91.9,4.0,0.2,0.8,1.8
IA,Keomah Village,100.0,0.0,0.0,0.0,3.6
IA,Keosauqua,97.6,0.4,0.0,0.9,1.1
IA,Keota,98.3,0.4,0.0,0.2,0.2
IA,Keswick,97.6,0.0,1.2,0.0,0.0
IA,Keystone,99.2,0.0,0.5,0.2,0.6
IA,Kimballton,97.8,0.0,0.3,0.9,0.0
IA,Kingsley,98.2,0.2,0.1,0.1,1.3
IA,Kinross,100.0,0.0,0.0,0.0,0.0
IA,Kirkman,96.9,0.0,0.0,0.0,3.1
IA,Kirkville,97.6,0.0,0.6,0.0,1.8
IA,Kiron,91.4,0.0,0.0,0.0,16.1
IA,Klemme,98.6,0.4,0.0,0.2,0.4
IA,Knierim,96.7,0.0,0.0,0.0,5.0
IA,Knoxville,96.9,1.1,0.3,0.5,1.9
IA,Lacona,99.7,0.0,0.0,0.0,0.6
IA,Ladora,96.8,2.5,0.0,0.0,1.1
IA,Lake City,98.4,0.2,0.1,0.2,1.2
IA,Lake Mills,96.7,0.3,0.0,1.0,3.6
IA,Lake Panorama,98.5,0.0,0.2,0.3,1.6
IA,Lake Park,98.6,0.0,0.0,0.0,1.0
IA,Lakeside,76.7,2.2,0.2,5.7,32.0
IA,Lake View,99.3,0.3,0.0,0.0,0.1
IA,Lakota,94.1,0.0,0.8,0.0,5.9
IA,Lambs Grove,95.9,0.0,0.0,0.0,2.9
IA,Lamoni,88.6,5.7,0.6,1.1,4.5
IA,Lamont,98.3,0.2,0.4,0.4,0.4
IA,La Motte,96.2,0.0,0.0,0.0,0.0
IA,Lanesboro,95.9,0.8,0.0,0.8,3.3
IA,Lansing,98.8,0.1,0.2,0.4,0.6
IA,La Porte City,97.8,0.8,0.1,0.2,1.0
IA,Larchwood,98.6,0.0,0.1,0.2,1.2
IA,Larrabee,97.7,2.3,0.0,0.0,4.5
IA,Latimer,91.5,0.2,0.4,0.2,20.1
IA,Laurel,98.7,0.4,0.0,0.4,2.1
IA,Laurens,97.5,0.3,0.4,0.3,1.4
IA,Lawler,92.7,0.2,0.0,0.0,8.9
IA,Lawton,98.8,0.2,0.1,0.2,0.4
IA,Leando,100.0,0.0,0.0,0.0,0.0
IA,Le Claire,96.2,1.0,0.1,0.4,3.0
IA,Ledyard,99.2,0.0,0.0,0.0,0.8
IA,Le Grand,97.1,0.1,0.4,0.1,3.5
IA,Lehigh,98.6,0.2,0.0,0.0,0.2
IA,Leighton,99.4,0.0,0.0,0.0,0.0
IA,Leland,93.4,1.0,1.0,1.4,5.5
IA,Le Mars,94.2,0.5,0.3,0.7,5.4
IA,Lenox,91.3,0.4,0.0,0.4,19.8
IA,Leon,98.1,0.7,0.3,0.6,2.0
IA,Le Roy,93.3,0.0,0.0,0.0,0.0
IA,Lester,93.5,0.3,0.7,0.3,5.4
IA,Letts,94.8,0.0,0.5,0.0,5.2
IA,Lewis,96.8,0.0,1.2,0.0,1.4
IA,Libertyville,97.8,0.0,0.3,0.0,1.3
IA,Lidderdale,99.4,0.0,0.0,0.6,0.0
IA,Lime Springs,99.4,0.0,0.2,0.4,0.4
IA,Lincoln,99.4,0.0,0.0,0.0,4.3
IA,Linden,99.0,0.5,0.0,0.0,1.0
IA,Lineville,99.1,0.0,0.0,0.5,0.0
IA,Linn Grove,96.8,0.6,0.0,0.0,8.4
IA,Lisbon,97.8,0.5,0.2,0.1,1.2
IA,Liscomb,93.0,0.0,0.0,3.0,2.0
IA,Little Cedar,100.0,0.0,0.0,0.0,0.0
IA,Little Rock,99.8,0.0,0.0,0.0,0.7
IA,Little Sioux,100.0,0.0,0.0,0.0,2.4
IA,Livermore,96.9,0.5,0.3,0.0,2.3
IA,Lockridge,96.6,0.0,0.0,0.0,4.5
IA,Logan,98.6,0.1,0.1,0.4,0.8
IA,Lohrville,97.6,0.0,0.5,0.0,1.4
IA,Lone Rock,99.3,0.0,0.0,0.0,1.4
IA,Lone Tree,94.8,0.7,0.2,0.5,4.0
IA,Long Grove,97.8,0.0,0.0,0.2,3.3
IA,Lorimor,98.1,0.3,0.8,0.0,0.8
IA,Lost Nation,99.1,0.9,0.0,0.0,1.3
IA,Loveland,100.0,0.0,0.0,0.0,0.0
IA,Lovilia,99.4,0.2,0.2,0.0,0.7
IA,Lowden,99.1,0.1,0.0,0.0,0.8
IA,Low Moor,97.6,0.7,0.0,0.0,0.3
IA,Luana,99.3,0.0,0.0,0.0,5.6
IA,Lucas,95.4,0.5,0.0,0.0,1.9
IA,Luther,98.4,0.8,0.0,0.8,1.6
IA,Lu Verne,96.9,0.0,1.5,0.0,3.8
IA,Luxemburg,100.0,0.0,0.0,0.0,1.7
IA,Luzerne,91.7,2.1,0.0,0.0,5.2
IA,Lynnville,100.0,0.0,0.0,0.0,0.8
IA,Lytton,99.0,0.0,0.0,0.0,2.2
IA,McCallsburg,97.6,0.6,0.0,0.0,1.2
IA,McCausland,97.9,0.0,0.0,0.0,1.7
IA,McClelland,94.0,1.3,0.0,0.0,2.0
IA,Macedonia,97.6,0.0,0.0,0.8,0.4
IA,McGregor,96.9,0.1,0.3,0.5,1.7
IA,McIntire,100.0,0.0,0.0,0.0,1.6
IA,Macksburg,96.5,0.0,1.8,0.0,0.0
IA,Madrid,98.6,0.2,0.1,0.1,0.8
IA,Magnolia,100.0,0.0,0.0,0.0,0.0
IA,Maharishi Vedic City,95.0,2.3,0.0,1.5,1.9
IA,Malcom,98.6,0.3,0.3,0.0,1.0
IA,Mallard,96.4,0.0,0.4,0.0,4.4
IA,Maloy,100.0,0.0,0.0,0.0,0.0
IA,Malvern,97.7,0.3,0.4,0.2,0.8
IA,Manchester,97.7,0.6,0.3,0.4,0.9
IA,Manilla,97.9,0.0,0.0,0.1,2.6
IA,Manly,97.7,0.5,0.2,0.3,2.5
IA,Manning,98.1,0.7,0.4,0.3,1.1
IA,Manson,99.2,0.0,0.2,0.0,0.8
IA,Mapleton,95.8,0.9,1.0,0.2,1.6
IA,Maquoketa,95.0,0.7,0.4,0.3,1.8
IA,Marathon,98.7,0.0,0.0,0.0,2.5
IA,Marble Rock,99.0,0.0,0.0,0.3,0.0
IA,Marcus,98.0,0.0,1.3,0.1,0.7
IA,Marengo,97.3,0.6,0.6,0.4,2.8
IA,Marion,93.7,2.0,0.3,1.6,2.0
IA,Marne,99.2,0.0,0.0,0.0,0.0
IA,Marquette,98.7,0.0,0.8,0.3,0.5
IA,Marshalltown,84.8,2.2,0.6,1.7,24.1
IA,Martelle,97.6,0.0,0.0,1.6,0.8
IA,Martensdale,98.5,0.0,0.0,0.0,1.9
IA,Martinsburg,99.1,0.9,0.0,0.0,0.0
IA,Marysville,93.9,0.0,0.0,0.0,0.0
IA,Mason City,93.8,1.8,0.3,0.9,5.1
IA,Masonville,96.9,0.0,0.0,0.0,0.8
IA,Massena,99.4,0.3,0.0,0.0,2.8
IA,Matlock,100.0,0.0,0.0,0.0,0.0
IA,Maurice,95.6,0.4,0.0,0.0,5.8
IA,Maxwell,98.6,0.3,0.2,0.4,0.4
IA,Maynard,98.6,0.2,0.0,0.0,2.5
IA,Maysville,98.9,0.0,0.0,0.6,0.0
IA,Mechanicsville,97.8,0.3,0.2,0.3,1.7
IA,Mediapolis,98.5,0.3,0.1,0.0,1.0
IA,Melbourne,98.6,0.4,0.0,0.0,1.0
IA,Melcher-Dallas,97.7,0.2,0.2,0.0,2.1
IA,Melrose,96.4,0.0,0.0,0.9,0.0
IA,Melvin,97.7,0.0,0.0,0.0,1.4
IA,Menlo,97.2,0.3,0.0,0.6,1.4
IA,Meriden,100.0,0.0,0.0,0.0,0.0
IA,Merrill,97.9,0.0,0.7,0.5,0.9
IA,Meservey,99.2,0.0,0.0,0.0,3.1
IA,Meyer,100.0,0.0,0.0,0.0,0.0
IA,Middle Amana,98.5,0.5,0.0,0.7,0.7
IA,Middletown,95.3,1.6,0.0,1.6,1.3
IA,Miles,97.5,0.4,0.4,0.0,1.8
IA,Milford,98.0,0.1,0.1,0.6,1.2
IA,Miller,100.0,0.0,0.0,0.0,0.0
IA,Millersburg,98.7,0.0,0.0,0.0,1.9
IA,Millerton,95.6,2.2,2.2,0.0,0.0
IA,Millville,100.0,0.0,0.0,0.0,0.0
IA,Milo,97.5,0.3,0.4,0.1,1.3
IA,Milton,98.2,0.2,0.0,0.2,2.9
IA,Minburn,98.1,0.3,0.8,0.3,1.1
IA,Minden,98.7,0.2,0.2,0.5,0.5
IA,Mineola,96.4,3.6,0.0,0.0,0.0
IA,Mingo,97.7,0.7,0.0,0.0,1.0
IA,Missouri Valley,97.6,0.3,0.3,0.1,2.1
IA,Mitchell,100.0,0.0,0.0,0.0,0.0
IA,Mitchellville,91.7,5.8,0.8,0.5,2.4
IA,Modale,98.2,0.0,0.7,0.7,0.4
IA,Mona,100.0,0.0,0.0,0.0,0.0
IA,Mondamin,97.8,0.2,0.0,0.5,1.0
IA,Monmouth,98.0,0.7,0.0,0.7,2.0
IA,Monona,98.3,0.5,0.1,0.3,1.0
IA,Monroe,98.7,0.3,0.1,0.5,0.6
IA,Montezuma,98.2,0.4,0.3,0.1,1.4
IA,Monticello,98.6,0.3,0.0,0.3,1.3
IA,Montour,94.4,0.0,4.4,0.0,3.2
IA,Montrose,98.2,0.4,0.0,0.3,0.6
IA,Moorhead,98.2,0.4,0.0,0.9,0.9
IA,Moorland,99.4,0.0,0.0,0.0,1.8
IA,Moravia,98.5,0.0,0.2,0.2,1.2
IA,Morley,99.1,0.0,0.0,0.0,0.9
IA,Morning Sun,98.3,0.5,0.1,0.0,1.6
IA,Morrison,92.6,2.1,0.0,1.1,0.0
IA,Moulton,98.3,0.0,0.3,0.0,0.8
IA,Mount Auburn,98.0,0.0,1.3,0.0,0.7
IA,Mount Ayr,98.1,0.1,0.1,0.7,1.6
IA,Mount Pleasant,85.7,4.3,0.4,4.4,6.7
IA,Mount Sterling,100.0,0.0,0.0,0.0,0.0
IA,Mount Union,100.0,0.0,0.0,0.0,3.7
IA,Mount Vernon,95.0,0.9,0.2,1.7,1.9
IA,Moville,96.7,0.4,0.6,0.4,1.9
IA,Murray,98.1,0.5,0.0,0.0,2.9
IA,Muscatine,87.8,2.3,0.5,0.8,16.6
IA,Mystic,98.8,0.2,0.0,0.0,1.9
IA,Nashua,98.6,0.4,0.0,0.5,0.1
IA,Nemaha,88.2,3.5,0.0,1.2,12.9
IA,Neola,98.8,0.2,0.1,0.1,2.7
IA,Nevada,94.3,1.3,0.3,1.0,3.4
IA,New Albin,97.1,0.4,1.5,0.4,0.4
IA,Newell,95.5,0.3,0.1,0.3,4.2
IA,Newhall,98.3,1.0,0.1,0.3,1.0
IA,New Hampton,96.0,0.3,0.1,0.5,3.9
IA,New Hartford,98.1,0.0,0.4,0.2,1.6
IA,New Haven,98.9,0.0,0.0,0.0,3.3
IA,New Liberty,92.7,4.4,0.0,0.0,0.0
IA,New London,96.5,1.7,0.3,0.4,0.9
IA,New Market,98.1,0.0,0.2,0.2,0.2
IA,New Providence,96.1,0.9,0.9,0.0,1.8
IA,New Sharon,99.1,0.0,0.4,0.0,0.3
IA,Newton,96.7,0.7,0.3,0.6,1.7
IA,New Vienna,98.8,0.2,0.0,0.7,0.2
IA,New Virginia,99.4,0.2,0.2,0.0,0.8
IA,Nichols,87.4,1.1,0.0,2.1,16.3
IA,Nodaway,98.2,0.0,0.0,0.0,0.0
IA,Nora Springs,99.1,0.1,0.0,0.2,1.4
IA,Northboro,100.0,0.0,0.0,0.0,3.4
IA,North Buena Vista,98.3,0.0,0.0,0.8,0.0
IA,North English,99.2,0.3,0.0,0.0,0.7
IA,North Liberty,90.2,4.5,0.2,1.8,3.5
IA,North Washington,97.4,1.7,0.0,0.0,2.6
IA,Northwood,97.3,0.5,0.2,0.1,2.3
IA,Norwalk,96.9,0.5,0.2,0.6,2.5
IA,Norway,98.0,0.6,0.4,0.2,0.4
IA,Numa,100.0,0.0,0.0,0.0,0.0
IA,Oakland,96.7,0.5,0.2,0.0,4.3
IA,Oakland Acres,98.1,0.6,0.0,1.3,3.2
IA,Oakville,97.7,0.0,0.0,0.0,2.9
IA,Ocheyedan,95.7,0.2,0.4,0.2,3.7
IA,Odebolt,98.5,0.2,0.2,0.1,1.8
IA,Oelwein,96.1,0.9,0.1,0.6,2.9
IA,Ogden,98.9,0.0,0.3,0.0,1.1
IA,Okoboji,98.8,0.1,0.0,0.1,2.6
IA,Olds,96.1,0.4,1.7,0.0,1.3
IA,Olin,97.3,1.1,0.1,1.0,1.6
IA,Ollie,99.1,0.0,0.0,0.5,0.0
IA,Onawa,96.4,0.4,1.7,0.3,1.2
IA,Onslow,95.9,2.5,0.0,0.5,1.0
IA,Orange City,93.2,0.6,0.3,1.4,7.0
IA,Orchard,95.8,1.4,2.8,0.0,0.0
IA,Orient,98.0,0.0,0.2,0.0,2.2
IA,Orleans,99.0,0.2,0.0,0.5,0.3
IA,Osage,98.1,0.2,0.1,0.3,1.3
IA,Osceola,91.0,0.6,0.4,0.6,17.6
IA,Oskaloosa,93.3,2.0,0.3,1.7,2.4
IA,Ossian,98.5,0.0,0.0,0.2,3.3
IA,Osterdock,94.9,0.0,0.0,0.0,3.4
IA,Otho,97.6,0.6,0.4,0.0,2.0
IA,Oto,96.3,0.0,0.9,0.9,9.3
IA,Otranto,92.6,0.0,0.0,0.0,0.0
IA,Ottosen,90.9,0.0,0.0,0.0,3.6
IA,Ottumwa,90.2,1.9,0.6,0.9,11.3
IA,Owasa,90.7,0.0,0.0,0.0,0.0
IA,Oxford,92.9,3.3,0.0,1.5,2.4
IA,Oxford Junction,99.0,0.0,0.6,0.4,0.0
IA,Oyens,100.0,0.0,0.0,0.0,0.0
IA,Pacific Junction,96.0,0.0,0.6,0.0,2.1
IA,Packwood,96.6,1.0,0.0,0.0,0.5
IA,Palmer,95.8,0.6,1.2,0.0,1.2
IA,Palo,97.6,0.5,0.1,0.3,1.4
IA,Panama,96.4,0.0,0.0,0.0,1.8
IA,Panora,98.5,0.2,0.0,0.4,1.4
IA,Panorama Park,96.9,0.0,2.3,0.8,0.8
IA,Parkersburg,99.0,0.2,0.0,0.2,1.0
IA,Park View,94.2,2.3,0.0,0.8,3.7
IA,Parnell,97.4,0.0,2.1,0.0,0.5
IA,Paton,96.2,1.7,2.1,0.0,3.0
IA,Patterson,99.2,0.0,0.0,0.0,0.0
IA,Paullina,98.7,0.8,0.0,0.0,1.2
IA,Pella,95.0,0.7,0.2,2.3,1.7
IA,Peosta,96.9,2.0,0.1,0.1,0.9
IA,Percival,90.8,1.1,0.0,0.0,9.2
IA,Perry,79.1,1.8,0.5,0.8,35.0
IA,Persia,97.8,0.3,1.9,0.0,0.3
IA,Peterson,99.4,0.0,0.0,0.0,2.1
IA,Pierson,94.5,0.8,1.9,0.5,1.1
IA,Pilot Mound,96.0,2.3,0.6,0.0,0.0
IA,Pioneer,95.7,4.3,0.0,0.0,0.0
IA,Pisgah,97.6,0.0,0.8,0.0,3.2
IA,Plainfield,97.9,0.5,0.0,0.0,0.5
IA,Plano,90.0,8.6,0.0,0.0,8.6
IA,Pleasant Hill,91.0,2.7,0.3,2.5,4.5
IA,Pleasanton,100.0,0.0,0.0,0.0,0.0
IA,Pleasant Plain,100.0,0.0,0.0,0.0,1.1
IA,Pleasantville,97.8,0.3,0.1,0.7,1.7
IA,Plover,98.7,0.0,0.0,0.0,0.0
IA,Plymouth,97.4,0.5,0.3,0.3,2.4
IA,Pocahontas,98.3,0.3,0.1,0.1,1.3
IA,Polk City,97.2,0.8,0.2,0.4,0.9
IA,Pomeroy,96.8,0.5,1.1,0.3,3.2
IA,Popejoy,98.7,0.0,0.0,0.0,0.0
IA,Portland,100.0,0.0,0.0,0.0,0.0
IA,Portsmouth,98.5,0.5,0.0,0.0,0.0
IA,Postville,77.0,4.4,0.6,1.0,32.0
IA,Prairieburg,100.0,0.0,0.0,0.0,1.7
IA,Prairie City,96.4,0.5,0.2,1.0,1.5
IA,Prescott,98.8,0.0,0.8,0.4,0.0
IA,Preston,98.6,0.5,0.0,0.0,0.6
IA,Primghar,96.5,0.3,0.3,0.4,2.2
IA,Princeton,97.1,0.3,0.2,0.0,3.7
IA,Promise City,97.3,0.0,0.0,1.8,0.9
IA,Protivin,99.3,0.0,0.0,0.4,0.7
IA,Pulaski,100.0,0.0,0.0,0.0,0.8
IA,Quasqueton,97.1,0.9,0.0,0.2,0.7
IA,Quimby,99.4,0.0,0.0,0.6,1.3
IA,Radcliffe,96.1,0.0,0.2,0.0,5.7
IA,Rake,91.1,0.0,0.4,0.0,19.6
IA,Ralston,100.0,0.0,0.0,0.0,0.0
IA,Randalia,94.1,0.0,0.0,0.0,0.0
IA,Randall,99.4,0.0,0.0,0.6,0.0
IA,Randolph,98.2,0.6,0.0,0.0,0.6
IA,Rathbun,98.9,0.0,0.0,0.0,1.1
IA,Raymond,97.1,0.9,0.0,0.5,1.0
IA,Readlyn,98.0,0.5,0.1,0.5,1.2
IA,Reasnor,99.3,0.0,0.0,0.0,0.7
IA,Redding,100.0,0.0,0.0,0.0,0.0
IA,Redfield,95.9,0.4,0.1,0.0,4.0
IA,Red Oak,96.3,0.3,0.4,0.2,4.2
IA,Reinbeck,98.7,0.2,0.1,0.1,1.1
IA,Rembrandt,97.0,0.5,0.0,0.0,3.9
IA,Remsen,98.2,0.1,0.5,0.2,1.9
IA,Renwick,97.9,0.4,0.0,0.4,1.2
IA,Rhodes,96.7,0.0,0.3,0.3,2.3
IA,Riceville,97.7,0.0,0.1,0.0,2.2
IA,Richland,98.5,0.3,0.7,0.0,0.3
IA,Rickardsville,98.4,1.1,0.0,0.0,0.0
IA,Ricketts,93.8,0.0,0.0,0.0,10.3
IA,Ridgeway,99.7,0.0,0.0,0.0,0.0
IA,Rinard,100.0,0.0,0.0,0.0,0.0
IA,Ringsted,97.6,0.0,0.7,0.0,1.4
IA,Rippey,97.9,0.0,0.0,0.0,5.8
IA,Riverdale,98.5,0.2,0.5,0.0,1.5
IA,Riverside,97.8,0.8,0.3,0.0,1.2
IA,River Sioux,98.3,0.0,1.7,0.0,0.0
IA,Riverton,95.7,0.7,0.0,0.7,3.6
IA,Robins,95.6,0.7,0.1,2.1,1.3
IA,Rochester,99.2,0.0,0.0,0.0,0.8
IA,Rock Falls,98.7,0.0,0.0,0.6,0.0
IA,Rockford,99.1,0.2,0.1,0.1,0.1
IA,Rock Rapids,98.2,0.2,0.1,0.1,1.8
IA,Rock Valley,92.2,0.3,0.0,0.4,12.2
IA,Rockwell,98.6,0.1,0.0,0.1,1.6
IA,Rockwell City,98.4,0.2,0.1,0.4,0.4
IA,Rodman,100.0,0.0,0.0,0.0,0.0
IA,Rodney,90.0,0.0,8.3,0.0,0.0
IA,Roland,98.4,0.2,0.3,0.1,1.0
IA,Rolfe,97.3,0.5,0.0,0.0,2.4
IA,Rome,97.4,0.0,0.0,0.0,6.0
IA,Rose Hill,98.2,0.0,0.0,0.6,0.0
IA,Roseville,98.0,0.0,0.0,2.0,14.3
IA,Rossie,95.7,0.0,0.0,0.0,5.7
IA,Rowan,100.0,0.0,0.0,0.0,9.5
IA,Rowley,99.6,0.0,0.4,0.0,0.0
IA,Royal,95.5,0.2,0.0,0.0,2.7
IA,Rudd,95.9,0.0,0.5,0.0,4.9
IA,Runnells,97.0,0.2,0.8,0.4,1.4
IA,Russell,96.9,0.4,2.2,0.0,2.0
IA,Ruthven,99.1,0.0,0.5,0.0,0.8
IA,Rutland,99.2,0.0,0.0,0.0,0.0
IA,Ryan,99.2,0.0,0.0,0.0,0.0
IA,Sabula,99.1,0.2,0.2,0.0,0.7
IA,Sac City,98.3,0.1,0.0,0.2,0.2
IA,Sageville,99.2,0.0,0.8,0.0,0.8
IA,St. Ansgar,99.2,0.0,0.0,0.3,0.8
IA,St. Anthony,92.2,1.0,2.9,1.0,5.9
IA,St. Benedict,100.0,0.0,0.0,0.0,0.0
IA,St. Charles,97.1,1.7,0.0,0.0,1.5
IA,St. Donatus,97.0,0.0,0.0,0.0,3.0
IA,St. Joseph,93.4,0.0,0.0,0.0,4.9
IA,St. Lucas,100.0,0.0,0.0,0.0,0.0
IA,St. Marys,99.2,0.0,0.0,0.0,1.6
IA,St. Olaf,100.0,0.0,0.0,0.0,0.0
IA,St. Paul,98.4,0.0,0.0,0.8,0.0
IA,Salem,97.1,0.5,0.3,0.8,2.6
IA,Salix,95.0,0.0,0.6,1.7,1.1
IA,Sanborn,97.6,0.5,0.1,0.1,2.3
IA,Sandyville,98.0,2.0,0.0,0.0,0.0
IA,Saylorville,97.3,0.9,0.2,0.9,1.4
IA,Scarville,97.2,0.0,1.4,1.4,0.0
IA,Schaller,93.5,0.1,0.1,0.3,9.6
IA,Schleswig,92.9,0.6,0.0,0.1,6.9
IA,Scranton,96.4,0.0,0.0,0.0,2.9
IA,Searsboro,99.3,0.0,0.0,0.0,0.0
IA,Sergeant Bluff,93.1,1.1,0.8,2.1,3.3
IA,Sexton,100.0,0.0,0.0,0.0,0.0
IA,Seymour,98.7,0.0,0.0,0.4,1.6
IA,Shambaugh,100.0,0.0,0.0,0.0,1.6
IA,Shannon City,98.6,0.0,0.0,0.0,1.4
IA,Sharpsburg,98.9,0.0,0.0,0.0,5.6
IA,Sheffield,98.2,0.2,0.3,0.5,0.9
IA,Shelby,98.6,0.2,0.2,0.2,0.9
IA,Sheldahl,98.7,0.0,0.3,0.0,0.9
IA,Sheldon,93.7,0.6,0.0,1.1,6.5
IA,Shell Rock,97.5,0.0,0.4,0.2,1.2
IA,Shellsburg,96.7,0.7,1.0,0.1,0.5
IA,Shenandoah,96.4,0.3,0.2,0.5,4.0
IA,Sherrill,94.9,2.3,0.0,0.0,2.8
IA,Shueyville,97.1,0.3,0.2,1.4,1.0
IA,Sibley,93.1,0.3,0.3,0.5,11.4
IA,Sidney,96.8,0.4,0.5,0.2,1.6
IA,Sigourney,98.2,0.7,0.2,0.3,0.4
IA,Silver City,95.9,0.0,0.8,0.0,1.2
IA,Sioux Center,91.6,0.4,0.3,1.2,13.1
IA,Sioux City,80.6,2.9,2.6,2.7,16.4
IA,Sioux Rapids,94.3,0.6,0.1,0.4,8.4
IA,Slater,98.5,0.3,0.2,0.0,1.3
IA,Sloan,96.9,0.0,2.2,0.1,1.8
IA,Smithland,97.3,0.0,0.0,0.0,3.1
IA,Soldier,94.8,0.6,1.1,0.0,2.9
IA,Solon,97.8,0.3,0.0,0.3,1.5
IA,Somers,95.6,0.0,0.0,0.9,0.0
IA,South Amana,98.1,0.0,0.0,0.0,0.0
IA,South English,99.1,0.0,0.0,0.0,1.9
IA,Spencer,96.0,0.5,0.3,0.7,3.5
IA,Spillville,96.5,0.3,0.3,0.0,3.3
IA,Spirit Lake,97.7,0.2,0.2,0.6,1.3
IA,Spragueville,100.0,0.0,0.0,0.0,2.5
IA,Springbrook,100.0,0.0,0.0,0.0,0.0
IA,Spring Hill,98.4,1.6,0.0,0.0,0.0
IA,Springville,98.9,0.1,0.1,0.2,0.3
IA,Stacyville,97.4,0.8,0.2,0.4,1.2
IA,Stanhope,96.4,0.2,0.2,0.2,1.4
IA,Stanley,90.4,0.8,1.6,0.0,1.6
IA,Stanton,99.9,0.0,0.0,0.0,0.1
IA,Stanwood,97.1,0.3,0.0,0.6,2.2
IA,State Center,96.7,0.5,0.1,0.3,3.5
IA,Steamboat Rock,98.1,0.0,0.0,0.6,7.7
IA,Stockport,97.0,0.0,0.3,1.0,0.3
IA,Stockton,92.9,1.5,0.5,0.0,0.5
IA,Stone City,97.9,1.0,0.0,1.0,0.0
IA,Storm Lake,68.4,4.4,0.4,9.8,36.1
IA,Story City,97.2,0.3,0.1,0.4,3.1
IA,Stout,99.6,0.0,0.0,0.4,0.9
IA,Stratford,99.2,0.0,0.0,0.0,1.3
IA,Strawberry Point,98.7,0.2,0.1,0.0,0.9
IA,Struble,84.6,0.0,0.0,0.0,14.1
IA,Stuart,97.1,0.4,0.2,0.2,2.5
IA,Sully,99.6,0.2,0.0,0.1,0.2
IA,Sumner,98.5,0.0,0.0,0.8,0.7
IA,Sun Valley Lake,100.0,0.0,0.0,0.0,0.0
IA,Superior,99.2,0.0,0.0,0.0,1.5
IA,Sutherland,98.8,0.2,0.6,0.0,0.6
IA,Swaledale,97.6,0.0,0.0,0.0,3.0
IA,Swan,93.1,4.2,0.0,0.0,4.2
IA,Swea City,98.5,0.9,0.0,0.0,0.6
IA,Swisher,97.8,0.8,0.1,0.6,1.0
IA,Tabor,98.5,0.7,0.0,0.3,2.0
IA,Tama,78.4,0.5,5.8,0.3,23.6
IA,Templeton,98.6,1.1,0.0,0.3,0.3
IA,Tennant,100.0,0.0,0.0,0.0,0.0
